(carboplatin)||carboplatin||carboplatin
vitamin d3 streuli||vitamin d||cholecalciferol
fexofenadine hcl  otc||fexofenadine hcl||fexofenadine
lumigan (bimatoprost)||bimatoprost||bimatoprost
fexofenadine hcl  otc||fexofenadine||fexofenadine
vitamin e (tocopherol)||tocopherol||tocopherol
lumigan (bimatoprost)||lumigan||bimatoprost
carboplatin (manufacturer unknown) (carboplatin) (carboplatin)||carboplatin||carboplatin
vitamin e (tocopherol)||vitamin e||vitamin e
carboplatin (unknown)||carboplatin||carboplatin
lumigan 0.01%||lumigan||bimatoprost
vitamin e (tocopheryl acetate)||vitamin e||vitamin e
vitamin e (tocopheryl acetate)||acetate||acetate
carboplatin (watson laboratories)||carboplatin||carboplatin
vitamin e (tocopheryl acetate)||tocopheryl acetate||alpha-tocopherol acetate
fiber choice||fiber||calcium polycarbophil
fiber gummies||fiber||calcium polycarbophil
lumigan? 0.01%||lumigan||bimatoprost
carboplatin accord||carboplatin||carboplatin
vitamin e [tocopherol]||tocopherol||tocopherol
procarbazine hydrochloride||procarbazine||procarbazine
vitamin e [tocopherol]||vitamin e||vitamin e
fiber supplement||fiber||calcium polycarbophil
procarbazine hydrochloride||hydro||ethanol
carboplatin concentrate for solution for infusion||carboplatin||carboplatin
procarbazine hydrochloride||procarbazin||procarbazine
lumigan� 0.01%||lumigan||bimatoprost
vitamin e complex||vitamin e||vitamin e
carboplatin concentrate for solution for infusion||solution||minoxidil
procardia (united states)||procardia||nifedipine
carboplatin hospira||carboplatin||carboplatin
procaterol hydrochloride||hydro||ethanol
carboplatin inj. 50mg ^nk^||carboplatin||carboplatin
procaterol hydrochloride||procaterol||procaterol
vitamin e nos||vitamin e||vitamin e
carboplatin injection 50 mg ^nk^||carboplatin injection||carboplatin
carboplatin injection 50 mg ^nk^||carboplatin||carboplatin
carboplatin intravenous infusion||carboplatin||carboplatin
vitamin e-400||vitamin e||vitamin e
prochlorperazine (prochlorperazine)||prochlorperazin||prochlorperazine
prochlorperazine (prochlorperazine)||prochlorperazine||prochlorperazine
carboplatin mylan||carboplatin||carboplatin
prochlorperazine malea||prochlorperazin||prochlorperazine
lunesta (eszopiclone)||eszopiclone||eszopiclone
prochlorperazine malea||prochlorperazine||prochlorperazine
vitamin e\vitamins||vitamin e||vitamin e
carboplatin teva||carboplatin||carboplatin
lunesta (eszopiclone)||lunesta||eszopiclone
carboplatine accord||carboplatin||carboplatin
vitamin k [menadione]||menadione||menadione
carboplatine accord||carboplatine||carboplatin
vitamin k [menadione]||vitamin k||phylloquinone
carboplatine hospira||carboplatin||carboplatin
carboplatine hospira||carboplatine||carboplatin
lupron (leuprorelin acetate)||leuprorelin||leuprolide
lupron (leuprorelin acetate)||acetate||acetate
lupron (leuprorelin acetate)||lupron||leuprolide
carboplatino (2323a)||carboplatin||carboplatin
vitamin k [phytomenadione]||phytomenadione||phylloquinone
carboplatino (2323a)||carboplatino||carboplatin
finasteride (finasteride)||finasteride||finasteride
vitamin k [phytomenadione]||vitamin k||phylloquinone
carboplatino teva||carboplatin||carboplatin
carboplatino teva||carboplatino||carboplatin
finasteride (unknown)||finasteride||finasteride
lupron depot 11.25 mg||lupron||leuprolide
carboplatinum||carboplatin||carboplatin
vitamin k nos||vitamin k||phylloquinone
finasteride 5mg||finasteride||finasteride
lupron depot 11.25 mg||lupron depot||leuprolide
lupron depot 3.75 mg||lupron||leuprolide
lupron depot 3.75 mg||lupron depot||leuprolide
procyclidine hcl||procyclidin||procyclidine
fingolimod hydrochloride||hydro||ethanol
procyclidine hcl||procyclidine||procyclidine
fingolimod hydrochloride||fingolimod||fingolimod
lupron depot 30 mg||lupron||leuprolide
procyclidine hydrochloride||procyclidin||procyclidine
procyclidine hydrochloride||procyclidine||procyclidine
lupron depot 30 mg||lupron depot||leuprolide
procyclidine hydrochloride||hydro||ethanol
lupron depot-ped (3 month)||lupron||leuprolide
lupron depot-ped (3 month)||lupron depot-ped||leuprolide
lupron depot-ped (3 month)||lupron depot||leuprolide
cardioaspirin (acetylsalicylic acid)||acetylsalicylic acid||acetylsalicylic acid
lustral||lustra||hydroquinone
progesterone capsules||progesterone||progesterone
lutein [xantofyl]||lutein||lutein
progesterone capsules||progesteron||progesterone
lutein [xantofyl]||xantofyl||lutein
progesterone unk||progesterone||progesterone
lutein zeaxanthin||zeaxanthin||zeaxanthin
progesterone unk||progesteron||progesterone
fish oil omega 3||omega 3||capsaicin
lutein zeaxanthin||lutein||lutein
fish oil omega-3||omega-3||omega-3 fatty acids
lutein-zeaxanthin||zeaxanthin||zeaxanthin
lutein-zeaxanthin||lutein||lutein
luteine||lutein||lutein
prograf (tacrolimus)||prograf||tacrolimus
prograf (tacrolimus)||tacrolimus||tacrolimus
prograft||prograf||tacrolimus
flagyl [metronidazole benzoate]||metronidazol||metronidazole
luteinizing hormone-releasing hormone||lutein||lutein
flagyl [metronidazole benzoate]||metronidazole||metronidazole
cardizem (diltiazem hydrochloride)||cardizem||diltiazem
flagyl [metronidazole benzoate]||metronidazole benzoate||metronidazole benzoate
cardizem (diltiazem hydrochloride)||diltiazem hydrochloride||diltiazem
flagyl [metronidazole benzoate]||flagyl||metronidazole
cardizem (diltiazem hydrochloride)||diltiazem||diltiazem
cardizem (diltiazem hydrochloride)||hydro||ethanol
cardizem [diltiazem hydrochloride]||cardizem||diltiazem
cardizem [diltiazem hydrochloride]||diltiazem hydrochloride||diltiazem
cardizem [diltiazem hydrochloride]||diltiazem||diltiazem
cardizem [diltiazem hydrochloride]||hydro||ethanol
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||riboflavin||riboflavin
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||retinol||vitamin a
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||ascor||ascorbic acid
cardura (doxazosin mesilate)||cardura||doxazosin
cardura (doxazosin mesilate)||doxazosin||doxazosin
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||ergocalciferol||ergocalciferol
luteran||lutera||levonorgestrel
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||ascorbic acid||ascorbic acid
carduran||cardura||doxazosin
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||nicotinamide||nicotinamide
vitamins [ascorbic acid;ergocalciferol;nicotinamide;retinol;riboflavin||nicotina||nicotine
carduran neo||cardura||doxazosin
lutetium (lu 177)||lu 177||lutetium lu-177
carduran xl||cardura||doxazosin
carduraxl||cardura||doxazosin
flaxseed oil [linum usitatissimum oil]||flaxseed oil||linseed oil
flaxseed oil [linum usitatissimum seed oil]||flaxseed oil||linseed oil
luvion (canrenoic acid)||canrenoic acid||canrenoic acid
cariprazine hcl - bp||cariprazine||cariprazine
luvion (canrenone)||canrenone||canrenone
carisoprodol (carisoprodol)||carisoprodol||carisoprodol
flecaine lp||flecaine||flecainide
promac (polaprezinc)||polaprezinc||polaprezinc
carisoprodol tablets 350mg||carisoprodol||carisoprodol
carisoprodol\aspirin||aspirin||acetylsalicylic acid
carisoprodol\aspirin||carisoprodol||carisoprodol
flector [diclofenac sodium]||flector||diclofenac
flector [diclofenac sodium]||diclofenac sodium||diclofenac
promac [polaprezinc]||polaprezinc||polaprezinc
flector [diclofenac sodium]||diclofenac||diclofenac
fleet enema||fleet||phenylephrine
luvion [canrenoic acid]||canrenoic acid||canrenoic acid
fleet enema||enema||sodium phosphate, monobasic, unspecified form
fleet nos||fleet||phenylephrine
vivelle?dot||vivelle||estradiol
carmellose sodium||carmellose||carboxymethylcellulose
fleet phospho-soda||fleet||phenylephrine
promazine hydrochloride||promazin||promazine
promazine hydrochloride||promazine||promazine
flexeril (cyclobenzaprine hydrochloride)||cyclobenzaprine||cyclobenzaprine
promazine hydrochloride||hydro||ethanol
flexeril (cyclobenzaprine hydrochloride)||hydro||ethanol
flexeril (cyclobenzaprine hydrochloride)||flexeril||cyclobenzaprine
flexeril (cyclobenzaprine hydrochloride)||cyclobenzaprine hydrochloride||cyclobenzaprine
flexeril [cefixime]||cefixim||cefixime
flexeril [cefixime]||cefixime||cefixime
flexeril [cefixime]||flexeril||cyclobenzaprine
promethazine (promethazine)||promethazine||promethazine
cartia [acetylsalicylic acid]||acetylsalicylic acid||acetylsalicylic acid
lyrica (pregabalin)||lyrica||pregabalin
lyrica (pregabalin)||pregabalin||pregabalin
voglibose od||voglibose||voglibose
promethazine - codeine||codeine||codeine
promethazine - codeine||codein||codeine
promethazine - codeine||promethazine||promethazine
flintstones complete||complete||chlorpheniramine
promethazine-codeine||codeine||codeine
voltaren (diclofenac diethylammonium salt)||voltaren||diclofenac
promethazine-codeine||codein||codeine
promethazine-codeine||promethazine||promethazine
voltaren (diclofenac diethylammonium salt)||diclofenac||diclofenac
voltaren [diclofenac diethylamine]||voltaren||diclofenac
lysine acetylsalicylate||lysine||l-lysine
voltaren [diclofenac diethylamine]||diclofenac||diclofenac
voltaren [diclofenac]||voltaren||diclofenac
lysine acetylsalicylate||acetylsalicylate||acetylsalicylic acid
lysine aspirin||aspirin||acetylsalicylic acid
voltaren [diclofenac]||diclofenac||diclofenac
voltaren forte||voltaren||diclofenac
carvedilol (carvedilol)||carvedilol||carvedilol
lysine aspirin||lysine||l-lysine
carvedilol (coreg)||coreg||carvedilol
voltaren gel||voltaren||diclofenac
carvedilol (coreg)||carvedilol||carvedilol
voltaren resinat||voltaren||diclofenac
carvedilol (unknown)||carvedilol||carvedilol
flolan diluent ph 12||flolan||epoprostenol
voltaren sup||voltaren||diclofenac
carvedilol film-coated tablets||carvedilol||carvedilol
flolan diluent ph 12||diluent||sodium chloride
voltarene||voltaren||diclofenac
flolan diluent ph 12 solution for injection||flolan||epoprostenol
carvedilol hexal||carvedilol||carvedilol
flolan diluent ph 12 solution for injection||diluent||sodium chloride
flolan diluent ph 12 solution for injection||solution||minoxidil
propafenone hcl er||propafenone hcl||propafenone
voltarene (diclofenac sodium)||voltaren||diclofenac
flolan diluent solution for injection||flolan||epoprostenol
carvedilol tablet||carvedilol||carvedilol
voltarene (diclofenac sodium)||diclofenac sodium||diclofenac
propafenone hcl er||propafenone||propafenone
flolan diluent solution for injection||diluent||sodium chloride
voltarene (diclofenac sodium)||diclofenac||diclofenac
carvedilol tablets||carvedilol||carvedilol
flolan diluent solution for injection||solution||minoxidil
propanolol [propranolol]||propanol||propyl alcohol
flomax (morniflumate)||flomax||tamsulosin
propanolol [propranolol]||propanolol||propranolol
carvedilolo||carvedilol||carvedilol
flomax (morniflumate)||morniflumate||morniflumate
maalox [aluminium hydroxide;magnesium hydroxide]||magnesium||magnesium
propanolol [propranolol]||propranolol||propranolol
flomax (tamsulosin hydrochloride)||flomax||tamsulosin
maalox [aluminium hydroxide;magnesium hydroxide]||hydroxide||hydroxide ion
propanolol hcl||propanol||propyl alcohol
flomax (tamsulosin hydrochloride)||hydro||ethanol
maalox [aluminium hydroxide;magnesium hydroxide]||aluminium||aluminium
propanolol hcl||propanolol||propranolol
flomax (tamsulosin hydrochloride)||tamsulosin hydrochloride||tamsulosin
maalox [aluminium hydroxide;magnesium hydroxide]||aluminium hydroxide||aluminum hydroxide
flomax (tamsulosin hydrochloride)||tamsulosin||tamsulosin
maalox [aluminium hydroxide;magnesium hydroxide]||hydro||ethanol
propanolol hydrochloride||propanol||propyl alcohol
flomax (tamsulosin)||flomax||tamsulosin
vonoprazan fumarate||vonoprazan||vonoprazan
maalox [aluminium hydroxide;magnesium hydroxide]||magnesium hydroxide||magnesium hydroxide
propanolol hydrochloride||propanolol||propranolol
flomax (tamsulosin)||tamsulosin||tamsulosin
maalox advanced||advanced||ethanol
propanolol hydrochloride||hydro||ethanol
flomax (united states)||flomax||tamsulosin
flomax [morniflumate]||flomax||tamsulosin
flomax [morniflumate]||morniflumate||morniflumate
flomax ^boehringer ingelheim^||flomax||tamsulosin
flomax capsules||flomax||tamsulosin
flomax relief||relief||sodium phosphate, dibasic
vortioxetine hydrobromide||vortioxetine||vortioxetine
flomax relief||flomax||tamsulosin
caspofungine||caspofungin||caspofungin
vortioxetine hydrobromide||hydro||ethanol
flomaxtra||flomax||tamsulosin
votrient 200mg||votrient||pazopanib
cassia senna||senna||sennosides
flomox [cefcapene pivoxil hydrochloride]||cefcapene||cefcapene
flomox [cefcapene pivoxil hydrochloride]||hydro||ethanol
flonase (fluticasone propionate)||fluticasone||fluticasone
flonase (fluticasone propionate)||flonase||fluticasone propionate
flonase (fluticasone propionate)||fluticasone propionate||fluticasone propionate
flonase (fluticasone propionate)||fluticason||fluticasone
flonase (united states)||flonase||fluticasone propionate
propiverine hydrochloride||hydro||ethanol
flonase [mometasone furoate]||mometason||mometasone
flonase [mometasone furoate]||flonase||fluticasone propionate
flonase [mometasone furoate]||mometasone furoate||mometasone furoate
propiverine hydrochloride||propiverine||propiverine
flonase [mometasone furoate]||mometasone||mometasone
catapres tts||catapres||clonidine
flonase algy||flonase||fluticasone propionate
propofol (manufacturer unknown)||propofol||propofol
catapresan||catapres||clonidine
flonase allergy rlf||allergy||fexofenadine
flonase allergy rlf||flonase||fluticasone propionate
catapresan tts||catapres||clonidine
propofol (propofol)||propofol||propofol
catapressan||catapres||clonidine
macrobid (nitrofurantoin)||nitrofurantoin||nitrofurantoin
macrobid (nitrofurantoin)||macrobid||nitrofurantoin
cathflo activase||activ||triclosan
cathflo activase||activa||ethanol
propofol 1% fresenius||propofol||propofol
macrobid (united states)||macrobid||nitrofurantoin
propofol fresenius||propofol||propofol
macrobid [clarithromycin]||clarithromycin||clarithromycin
vx-950 (telaprevir)||telaprevir||telaprevir
macrobid [clarithromycin]||macrobid||nitrofurantoin
propofol fresenius (not specified)||propofol||propofol
macrogol stearate||macrogol||polyethylene glycol
vyvanse (lisdexamfetamine dimesylate) capsule||vyvanse||lisdexamfetamine
propofol lipuro||propofol||propofol
vyvanse (lisdexamfetamine dimesylate) capsule||lisdexamfetamine||lisdexamfetamine
wal zyr nos||wal zyr||cetirizine
propofol panpharma||propofol||propofol
wal-zyr (cetirizine hydrochloride)||cetirizine hydrochloride||cetirizine
wal-zyr (cetirizine hydrochloride)||hydro||ethanol
wal-zyr (cetirizine hydrochloride)||cetirizin||cetirizine
wal-zyr (cetirizine hydrochloride)||cetirizine||cetirizine
wal-zyr (cetirizine hydrochloride)||wal-zyr||cetirizine
flovent (fluticasone propionate)||fluticasone||fluticasone
walgreen nicotine||walgreen||oxymetazoline
flovent (fluticasone propionate)||flovent||fluticasone propionate
walgreen nicotine||nicotine||nicotine
flovent (fluticasone propionate)||fluticasone propionate||fluticasone propionate
flovent (fluticasone propionate)||fluticason||fluticasone
warfarin (japanese tradename)||warfarin||warfarin
warfarin (unknown)||warfarin||warfarin
cefazolin injection||cefazolin||cefazolin
propranolol (propranolol)||propranolol||propranolol
warfarin (warfarin na (exelan) 5mg tab)||warfarin||warfarin
cefazolin na||cefazolin||cefazolin
warfarin (warfarin)||warfarin||warfarin
cefazoline [cefazolin]||cefazolin||cefazolin
propranolol er||propranolol||propranolol
cefazoline [cefazolin]||cefazoline||cefazolin
warfarin (warfarin) (unknown)||warfarin||warfarin
cefazoline mylan||cefazolin||cefazolin
cefazoline mylan||cefazoline||cefazolin
warfarin (warfarin) (warfarin)||warfarin||warfarin
propranolol extended release capsules (non-specific)||release||manganese
cefazoline panpharma||cefazolin||cefazolin
propranolol extended release capsules (non-specific)||propranolol||propranolol
cefazoline panpharma||cefazoline||cefazolin
cefcapene pivoxil||cefcapene||cefcapene
warfarin 5 mg||warfarin||warfarin
cefcapene pivoxil hydrochloride||cefcapene||cefcapene
